Customer_ID,Branch,Region,Product,Customer_Segment,Loan_Officer,Disbursement_Date,Tenure_Months,Interest_Rate,Disbursed_Amount,Outstanding_Balance,DPD,IFRS9_Stage
CUST00378,Thika,Central,Mortgage,Retail,S. Kimani,2023-10-15,60,0.128,241569.31,89146.94,0,Stage 1 - Performing
CUST00379,Nairobi CBD,Nairobi,Personal Loan,Retail,M. Hassan,2025-06-17,36,0.1449,277342.59,84257.39,0,Stage 1 - Performing
CUST00380,Eldoret,Rift Valley,Mortgage,SME,L. Achieng,2024-03-04,48,0.1891,649977.66,163756.39,0,Stage 1 - Performing
CUST00381,Mombasa,Coast,SME Loan,Retail,M. Hassan,2023-04-16,60,0.1529,124150.43,18133.47,32,Stage 2 - Underperforming
CUST00382,Nakuru,Rift Valley,SME Loan,SME,L. Achieng,2023-08-04,48,0.1562,64506.32,45022.29,0,Stage 1 - Performing
CUST00383,Nakuru,Rift Valley,Asset Finance,Retail,M. Hassan,2024-09-12,48,0.1677,255104.82,33215.85,120,Stage 3 - Non-Performing
CUST00384,Nakuru,Rift Valley,Overdraft,Corporate,F. Wanjiru,2023-07-22,60,0.15,272706.65,90066.64,0,Stage 1 - Performing
CUST00385,Kitengela,Nairobi,Motor Loan,Retail,J. Mwangi,2024-08-01,24,0.1688,159380.62,80507.24,10,Stage 1 - Performing
CUST00386,Nakuru,Rift Valley,Mortgage,Retail,P. Njoroge,2023-08-03,36,0.1454,876633.23,301566.49,0,Stage 1 - Performing
CUST00387,Kisumu,Nyanza,Personal Loan,Retail,A. Otieno,2025-03-23,36,0.1345,519391.43,163276.8,0,Stage 1 - Performing
CUST00388,Westlands,Nairobi,Motor Loan,SME,F. Wanjiru,2023-04-17,84,0.1463,772523.82,144299.41,10,Stage 1 - Performing
CUST00389,Mombasa,Coast,Personal Loan,Retail,P. Njoroge,2023-10-04,48,0.1272,575563.86,521017.21,32,Stage 2 - Underperforming
CUST00390,Nairobi CBD,Nairobi,SME Loan,Retail,S. Kimani,2024-06-18,36,0.1409,344228.51,121611.34,5,Stage 1 - Performing
CUST00391,Eldoret,Rift Valley,SME Loan,Retail,J. Mwangi,2024-07-12,48,0.1315,402302.3,67402.38,10,Stage 1 - Performing
CUST00392,Mombasa,Coast,Overdraft,SME,P. Njoroge,2025-03-12,36,0.1232,465041.17,206381.02,0,Stage 1 - Performing
CUST00393,Westlands,Nairobi,Mortgage,Retail,P. Njoroge,2023-02-23,24,0.1797,273983.72,134666.56,0,Stage 1 - Performing
CUST00394,Thika,Central,Motor Loan,Retail,P. Njoroge,2023-04-05,36,0.1462,176055.28,130542.49,60,Stage 2 - Underperforming
CUST00395,Mombasa,Coast,Personal Loan,Retail,M. Hassan,2025-04-28,48,0.1831,60540.12,34473.64,120,Stage 3 - Non-Performing
CUST00396,Eldoret,Rift Valley,Motor Loan,Retail,J. Mwangi,2024-03-11,36,0.1599,639737.47,442278.71,0,Stage 1 - Performing
CUST00397,Kitengela,Nairobi,Asset Finance,SME,L. Achieng,2024-12-08,48,0.1613,586022.13,190387.63,10,Stage 1 - Performing
CUST00398,Kitengela,Nairobi,Personal Loan,Corporate,L. Achieng,2025-04-25,12,0.1574,804878.79,696560.51,32,Stage 2 - Underperforming
CUST00399,Eldoret,Rift Valley,Personal Loan,Corporate,S. Kimani,2025-04-18,24,0.1777,189903.4,123378.9,0,Stage 1 - Performing
CUST00400,Eldoret,Rift Valley,Motor Loan,Corporate,J. Mwangi,2023-03-25,12,0.1434,177645.24,147377.6,90,Stage 2 - Underperforming
CUST00401,Thika,Central,Motor Loan,Retail,S. Kimani,2023-10-31,84,0.1786,488754.16,295420.35,90,Stage 2 - Underperforming
CUST00402,Kitengela,Nairobi,Personal Loan,SME,F. Wanjiru,2023-03-30,84,0.1657,237904.5,59008.84,10,Stage 1 - Performing
CUST00403,Eldoret,Rift Valley,SME Loan,Retail,P. Njoroge,2024-11-13,60,0.1639,504655.36,325269.47,0,Stage 1 - Performing
CUST00404,Nairobi CBD,Nairobi,Asset Finance,SME,L. Achieng,2023-08-07,48,0.1452,183012.17,79880.92,120,Stage 3 - Non-Performing
CUST00405,Mombasa,Coast,SME Loan,SME,S. Kimani,2023-12-01,12,0.1729,284531.47,69860.89,5,Stage 1 - Performing
CUST00406,Thika,Central,SME Loan,Retail,A. Otieno,2024-11-11,84,0.1734,509438.83,353141.33,1,Stage 1 - Performing
CUST00407,Thika,Central,Motor Loan,Corporate,S. Kimani,2023-02-24,84,0.1364,369587.46,131878.34,5,Stage 1 - Performing
CUST00408,Nakuru,Rift Valley,Personal Loan,Retail,A. Otieno,2025-04-30,36,0.1882,303774.2,211362.45,0,Stage 1 - Performing
CUST00409,Thika,Central,Overdraft,Retail,S. Kimani,2024-01-19,60,0.1292,175197.86,70574.83,0,Stage 1 - Performing
CUST00410,Thika,Central,SME Loan,Retail,P. Njoroge,2025-06-01,60,0.147,226535.3,96449.31,0,Stage 1 - Performing
CUST00411,Eldoret,Rift Valley,Asset Finance,SME,A. Otieno,2023-02-16,60,0.1306,352827.67,301834.86,0,Stage 1 - Performing
CUST00412,Mombasa,Coast,Motor Loan,SME,M. Hassan,2024-05-13,84,0.1555,175489.57,153580.98,0,Stage 1 - Performing
CUST00413,Nakuru,Rift Valley,Asset Finance,Retail,P. Njoroge,2023-09-17,60,0.1274,295452.38,251169.14,150,Stage 3 - Non-Performing
CUST00414,Thika,Central,Personal Loan,Retail,S. Kimani,2024-12-26,60,0.1263,409619.94,238100.04,0,Stage 1 - Performing
CUST00415,Nairobi CBD,Nairobi,Motor Loan,SME,J. Mwangi,2023-02-04,24,0.1693,694301.4,411277.52,0,Stage 1 - Performing
CUST00416,Eldoret,Rift Valley,Asset Finance,Retail,J. Mwangi,2023-01-21,12,0.1694,582686.22,343532.7,15,Stage 1 - Performing
CUST00417,Kisumu,Nyanza,Asset Finance,SME,J. Mwangi,2024-09-13,12,0.1845,570707.85,446802.5,1,Stage 1 - Performing
CUST00418,Kisumu,Nyanza,Motor Loan,Retail,P. Njoroge,2023-01-17,48,0.1296,767527.81,553613.73,20,Stage 1 - Performing
CUST00419,Kitengela,Nairobi,Motor Loan,Retail,P. Njoroge,2023-04-17,24,0.1423,439348.17,335421.1,90,Stage 2 - Underperforming
CUST00420,Nairobi CBD,Nairobi,SME Loan,Retail,P. Njoroge,2025-01-19,24,0.1215,695047.48,257409.96,5,Stage 1 - Performing
CUST00421,Thika,Central,Personal Loan,Retail,J. Mwangi,2025-03-01,48,0.1491,235423.71,135558.76,15,Stage 1 - Performing
CUST00422,Nakuru,Rift Valley,Overdraft,Corporate,L. Achieng,2024-08-03,60,0.1542,837393.73,552730.74,0,Stage 1 - Performing
CUST00423,Eldoret,Rift Valley,Asset Finance,Retail,L. Achieng,2024-06-13,48,0.1516,933979.98,866313.44,0,Stage 1 - Performing
CUST00424,Nairobi CBD,Nairobi,SME Loan,Retail,P. Njoroge,2025-05-31,84,0.155,161882.67,59932.12,90,Stage 2 - Underperforming
CUST00425,Eldoret,Rift Valley,Motor Loan,Retail,A. Otieno,2023-06-05,84,0.1407,358919.3,206559.65,0,Stage 1 - Performing
CUST00426,Westlands,Nairobi,Personal Loan,Retail,A. Otieno,2024-02-20,84,0.13,682848.94,81242.81,0,Stage 1 - Performing
CUST00427,Nakuru,Rift Valley,Personal Loan,Retail,P. Njoroge,2025-04-27,12,0.128,1018630.6,480864.46,20,Stage 1 - Performing
CUST00428,Kitengela,Nairobi,SME Loan,Retail,M. Hassan,2023-02-20,84,0.1397,223098.2,189201.79,0,Stage 1 - Performing
CUST00429,Kitengela,Nairobi,Personal Loan,Retail,M. Hassan,2024-11-11,84,0.1594,144508.74,33067.84,1,Stage 1 - Performing
CUST00430,Thika,Central,Overdraft,Corporate,P. Njoroge,2023-10-03,84,0.176,204928.79,89108.27,0,Stage 1 - Performing
CUST00431,Thika,Central,Motor Loan,Retail,J. Mwangi,2023-09-05,84,0.1654,20942.95,15061.67,0,Stage 1 - Performing
CUST00432,Thika,Central,SME Loan,SME,F. Wanjiru,2024-12-19,60,0.1277,449025.85,273883.38,90,Stage 2 - Underperforming
CUST00433,Mombasa,Coast,Asset Finance,Retail,M. Hassan,2024-03-19,12,0.1605,548019.15,81874.97,0,Stage 1 - Performing
CUST00434,Eldoret,Rift Valley,Motor Loan,Corporate,P. Njoroge,2023-02-04,60,0.1319,470100.17,134923.1,5,Stage 1 - Performing
CUST00435,Thika,Central,Motor Loan,Retail,P. Njoroge,2025-03-09,84,0.1322,829885.31,478735.33,0,Stage 1 - Performing
CUST00436,Westlands,Nairobi,Motor Loan,Retail,J. Mwangi,2024-02-18,36,0.1717,170476.61,94375.92,0,Stage 1 - Performing
CUST00437,Thika,Central,Mortgage,Retail,F. Wanjiru,2024-04-15,60,0.1362,565130.65,247225.51,45,Stage 2 - Underperforming
CUST00438,Westlands,Nairobi,Motor Loan,Retail,P. Njoroge,2024-11-14,12,0.1241,247187.56,139477.4,0,Stage 1 - Performing
CUST00439,Kisumu,Nyanza,Motor Loan,Retail,M. Hassan,2024-04-26,36,0.1497,536711.86,249139.19,20,Stage 1 - Performing
CUST00440,Kitengela,Nairobi,Personal Loan,Retail,A. Otieno,2025-05-10,36,0.1447,233430.98,130411.2,0,Stage 1 - Performing
CUST00441,Nakuru,Rift Valley,Mortgage,Retail,S. Kimani,2023-07-24,84,0.1637,197962.25,171920.24,20,Stage 1 - Performing
CUST00442,Nairobi CBD,Nairobi,Mortgage,Retail,M. Hassan,2023-07-23,12,0.142,828245.31,273037.53,0,Stage 1 - Performing
CUST00443,Kisumu,Nyanza,Personal Loan,SME,J. Mwangi,2024-09-03,24,0.1757,322877.54,269839.24,0,Stage 1 - Performing
CUST00444,Eldoret,Rift Valley,Overdraft,Retail,P. Njoroge,2023-02-05,36,0.1785,1091195.28,1032988.31,0,Stage 1 - Performing
CUST00445,Thika,Central,Motor Loan,SME,P. Njoroge,2024-01-25,84,0.1489,317498.94,157342.51,1,Stage 1 - Performing
CUST00446,Nakuru,Rift Valley,Personal Loan,Retail,S. Kimani,2023-04-03,60,0.165,481734.22,219182.23,0,Stage 1 - Performing
CUST00447,Nairobi CBD,Nairobi,SME Loan,SME,P. Njoroge,2023-10-29,12,0.1637,116618.31,95427.29,0,Stage 1 - Performing
CUST00448,Nakuru,Rift Valley,Personal Loan,SME,L. Achieng,2023-08-27,24,0.1869,290774.78,48168.58,15,Stage 1 - Performing
CUST00449,Westlands,Nairobi,Motor Loan,SME,A. Otieno,2023-01-23,36,0.1702,363785.21,314891.78,150,Stage 3 - Non-Performing
CUST00450,Eldoret,Rift Valley,Motor Loan,Retail,A. Otieno,2023-11-19,12,0.1273,781076.75,581150.17,0,Stage 1 - Performing
CUST00451,Mombasa,Coast,Overdraft,Retail,P. Njoroge,2023-12-03,48,0.1503,1475470.21,1044401.89,0,Stage 1 - Performing
CUST00452,Kisumu,Nyanza,SME Loan,Retail,J. Mwangi,2024-04-24,84,0.161,110426.57,95666.16,10,Stage 1 - Performing
CUST00453,Kitengela,Nairobi,Personal Loan,Retail,A. Otieno,2023-08-27,60,0.1715,688754.95,449191.43,1,Stage 1 - Performing
CUST00454,Kisumu,Nyanza,Overdraft,Retail,A. Otieno,2023-06-24,36,0.1749,147334.73,69588.58,45,Stage 2 - Underperforming
CUST00455,Nakuru,Rift Valley,SME Loan,Corporate,L. Achieng,2025-06-02,12,0.1582,185729.57,128737.96,120,Stage 3 - Non-Performing
CUST00456,Nairobi CBD,Nairobi,SME Loan,Retail,M. Hassan,2024-11-24,84,0.1394,65116.46,46257.08,0,Stage 1 - Performing
CUST00457,Eldoret,Rift Valley,Personal Loan,SME,J. Mwangi,2023-07-01,12,0.1713,91754.3,55925.41,5,Stage 1 - Performing
CUST00458,Kisumu,Nyanza,Motor Loan,Retail,M. Hassan,2023-08-23,12,0.1426,353818.67,328559.94,0,Stage 1 - Performing
CUST00459,Eldoret,Rift Valley,Motor Loan,Corporate,F. Wanjiru,2024-08-20,36,0.1492,211003.28,30884.22,90,Stage 2 - Underperforming
CUST00460,Kitengela,Nairobi,Personal Loan,Retail,P. Njoroge,2023-08-20,24,0.1347,198105.03,101701.3,5,Stage 1 - Performing
CUST00461,Eldoret,Rift Valley,SME Loan,Retail,A. Otieno,2023-06-16,84,0.1815,553235.24,231416.43,0,Stage 1 - Performing
CUST00462,Kitengela,Nairobi,Motor Loan,Retail,S. Kimani,2023-10-28,36,0.1297,150997.9,57417.59,60,Stage 2 - Underperforming
CUST00463,Eldoret,Rift Valley,SME Loan,Retail,S. Kimani,2025-05-18,48,0.138,229803.88,31493.84,10,Stage 1 - Performing
CUST00464,Thika,Central,Personal Loan,Retail,L. Achieng,2024-08-21,60,0.1689,229078.39,51543.83,10,Stage 1 - Performing
CUST00465,Kisumu,Nyanza,Mortgage,Corporate,J. Mwangi,2023-10-05,12,0.1612,414181.92,312611.92,0,Stage 1 - Performing
CUST00466,Kitengela,Nairobi,Personal Loan,SME,A. Otieno,2025-04-30,84,0.1474,415396.98,164095.07,0,Stage 1 - Performing
CUST00467,Thika,Central,SME Loan,Retail,A. Otieno,2024-05-06,84,0.162,2345161.74,627554.31,32,Stage 2 - Underperforming
CUST00468,Eldoret,Rift Valley,Asset Finance,SME,J. Mwangi,2024-07-09,48,0.1712,506447.15,321699.39,0,Stage 1 - Performing
CUST00469,Mombasa,Coast,SME Loan,Retail,F. Wanjiru,2023-10-23,12,0.1608,671186.21,93122.49,5,Stage 1 - Performing
CUST00470,Kisumu,Nyanza,Mortgage,Retail,M. Hassan,2023-04-16,24,0.1205,353876.02,243825.89,15,Stage 1 - Performing
CUST00471,Thika,Central,Motor Loan,Corporate,A. Otieno,2024-09-18,60,0.1556,363645.89,302900.22,20,Stage 1 - Performing
CUST00472,Westlands,Nairobi,Overdraft,Retail,L. Achieng,2023-07-01,12,0.1271,377905.67,242597.63,90,Stage 2 - Underperforming
CUST00473,Westlands,Nairobi,Mortgage,SME,A. Otieno,2023-03-19,84,0.171,50597.32,15583.8,0,Stage 1 - Performing
CUST00474,Nairobi CBD,Nairobi,Personal Loan,Retail,F. Wanjiru,2024-01-25,60,0.1203,501826.59,430719.28,32,Stage 2 - Underperforming
CUST00475,Nakuru,Rift Valley,Personal Loan,Retail,P. Njoroge,2025-05-15,12,0.1351,645374.43,379522.92,5,Stage 1 - Performing
CUST00476,Kitengela,Nairobi,Personal Loan,Corporate,A. Otieno,2023-10-01,36,0.1644,304211.11,196183.15,20,Stage 1 - Performing
CUST00477,Mombasa,Coast,Personal Loan,SME,M. Hassan,2023-01-15,60,0.1793,1194436.51,836950.54,15,Stage 1 - Performing
CUST00478,Mombasa,Coast,Personal Loan,Retail,L. Achieng,2024-05-24,36,0.1221,191077.84,36952.03,15,Stage 1 - Performing
CUST00479,Kisumu,Nyanza,Personal Loan,SME,P. Njoroge,2024-08-09,48,0.139,196549.74,33085.56,90,Stage 2 - Underperforming
CUST00480,Kisumu,Nyanza,Motor Loan,Retail,A. Otieno,2025-06-01,84,0.1602,127806.66,43603.3,0,Stage 1 - Performing
CUST00481,Westlands,Nairobi,SME Loan,Retail,P. Njoroge,2023-10-23,12,0.159,540725.36,305159.12,0,Stage 1 - Performing
CUST00482,Mombasa,Coast,Mortgage,SME,L. Achieng,2024-08-10,36,0.176,190814.74,52532.98,0,Stage 1 - Performing
CUST00483,Kitengela,Nairobi,Personal Loan,Retail,A. Otieno,2023-10-19,60,0.1491,454009.28,312712.6,0,Stage 1 - Performing
CUST00484,Nairobi CBD,Nairobi,Overdraft,SME,A. Otieno,2024-10-10,12,0.1802,586657.6,401406.03,0,Stage 1 - Performing
CUST00485,Nairobi CBD,Nairobi,Personal Loan,Retail,F. Wanjiru,2023-04-20,36,0.147,1346092.95,310463.5,45,Stage 2 - Underperforming
CUST00486,Eldoret,Rift Valley,SME Loan,Retail,P. Njoroge,2024-08-10,60,0.1581,679222.61,534070.53,0,Stage 1 - Performing
CUST00487,Nairobi CBD,Nairobi,Asset Finance,SME,A. Otieno,2023-11-14,84,0.1514,360813.74,107752.89,0,Stage 1 - Performing
CUST00488,Nakuru,Rift Valley,Personal Loan,Retail,F. Wanjiru,2025-02-26,84,0.1573,136032.33,25627.15,0,Stage 1 - Performing
CUST00489,Westlands,Nairobi,Personal Loan,SME,S. Kimani,2023-09-05,48,0.1297,868669.22,348886.78,0,Stage 1 - Performing
CUST00490,Mombasa,Coast,Personal Loan,SME,F. Wanjiru,2024-10-24,60,0.1735,647702.52,79533.54,15,Stage 1 - Performing
CUST00491,Kisumu,Nyanza,Asset Finance,SME,L. Achieng,2024-05-19,48,0.1299,420524.04,138782.23,5,Stage 1 - Performing
CUST00492,Nakuru,Rift Valley,SME Loan,Corporate,M. Hassan,2024-06-12,48,0.1514,82142.72,25065.37,45,Stage 2 - Underperforming
CUST00493,Nairobi CBD,Nairobi,Asset Finance,Retail,S. Kimani,2025-03-12,24,0.1646,144609.92,42827.37,15,Stage 1 - Performing
CUST00494,Mombasa,Coast,Personal Loan,Retail,L. Achieng,2023-08-01,12,0.1355,706539.93,263191.37,20,Stage 1 - Performing
CUST00495,Westlands,Nairobi,SME Loan,SME,S. Kimani,2024-02-13,84,0.189,306134.74,131703.89,0,Stage 1 - Performing
CUST00496,Kisumu,Nyanza,SME Loan,Retail,S. Kimani,2024-04-18,36,0.1679,80754.27,21540.68,90,Stage 2 - Underperforming
CUST00497,Westlands,Nairobi,Overdraft,Corporate,M. Hassan,2023-09-01,36,0.129,573678.61,445990.62,45,Stage 2 - Underperforming
CUST00498,Eldoret,Rift Valley,Overdraft,SME,L. Achieng,2024-09-21,60,0.1892,124655.93,112667.21,0,Stage 1 - Performing
CUST00499,Eldoret,Rift Valley,Personal Loan,SME,S. Kimani,2023-05-16,84,0.144,191352.88,21942.88,120,Stage 3 - Non-Performing
CUST00500,Thika,Central,SME Loan,SME,S. Kimani,2024-04-11,24,0.1795,163696.81,25129.62,0,Stage 1 - Performing
CUST00501,Nairobi CBD,Nairobi,Overdraft,Retail,P. Njoroge,2024-07-24,36,0.1436,76201.58,33545.97,45,Stage 2 - Underperforming
CUST00502,Westlands,Nairobi,Motor Loan,Retail,M. Hassan,2024-07-01,84,0.1618,375523.54,150872.28,0,Stage 1 - Performing
CUST00503,Kisumu,Nyanza,Motor Loan,Retail,F. Wanjiru,2023-04-28,60,0.171,210734.59,153178.63,0,Stage 1 - Performing
CUST00504,Kisumu,Nyanza,Personal Loan,Retail,A. Otieno,2023-06-14,36,0.1479,700913.03,276411.52,0,Stage 1 - Performing
CUST00505,Kisumu,Nyanza,Personal Loan,Retail,L. Achieng,2024-11-01,48,0.1889,534755.47,505340.36,32,Stage 2 - Underperforming
CUST00506,Mombasa,Coast,Motor Loan,SME,F. Wanjiru,2024-08-28,36,0.1822,429958.22,184426.15,60,Stage 2 - Underperforming
CUST00507,Nakuru,Rift Valley,Motor Loan,Retail,M. Hassan,2023-09-03,24,0.1368,320845.18,107751.49,10,Stage 1 - Performing
CUST00508,Mombasa,Coast,Motor Loan,Corporate,M. Hassan,2024-10-21,48,0.1674,205172.85,121155.45,0,Stage 1 - Performing
CUST00509,Kitengela,Nairobi,SME Loan,Retail,F. Wanjiru,2023-09-27,12,0.1504,245904.67,116413.46,0,Stage 1 - Performing
CUST00510,Nairobi CBD,Nairobi,Motor Loan,Retail,A. Otieno,2023-04-10,48,0.1825,480975.78,165381.57,90,Stage 2 - Underperforming
CUST00511,Mombasa,Coast,Motor Loan,SME,P. Njoroge,2025-03-30,12,0.1308,401269.13,105532.4,90,Stage 2 - Underperforming
CUST00512,Thika,Central,Motor Loan,SME,P. Njoroge,2023-09-04,24,0.1725,682466.92,587637.04,120,Stage 3 - Non-Performing
CUST00513,Nakuru,Rift Valley,SME Loan,Retail,F. Wanjiru,2023-01-04,12,0.1472,144948.76,130602.61,45,Stage 2 - Underperforming
CUST00514,Westlands,Nairobi,Motor Loan,SME,P. Njoroge,2024-08-10,36,0.1558,260668.19,127933.11,60,Stage 2 - Underperforming
CUST00515,Kitengela,Nairobi,Mortgage,Retail,M. Hassan,2024-11-11,36,0.1684,485424.59,358329.21,0,Stage 1 - Performing
CUST00516,Nairobi CBD,Nairobi,SME Loan,Retail,A. Otieno,2025-06-07,12,0.1346,271308.56,211297.48,5,Stage 1 - Performing
CUST00517,Mombasa,Coast,Motor Loan,Corporate,P. Njoroge,2023-01-21,12,0.1271,745408.02,485563.04,10,Stage 1 - Performing
CUST00518,Nairobi CBD,Nairobi,Personal Loan,Corporate,S. Kimani,2025-06-12,12,0.1385,221363.75,77292.57,0,Stage 1 - Performing
CUST00519,Thika,Central,Asset Finance,SME,M. Hassan,2024-03-05,24,0.1487,638782.8,453972.94,1,Stage 1 - Performing
CUST00520,Mombasa,Coast,SME Loan,Retail,J. Mwangi,2023-01-12,36,0.1409,129187.49,115036.96,0,Stage 1 - Performing
CUST00521,Eldoret,Rift Valley,Motor Loan,Retail,P. Njoroge,2023-03-16,24,0.1352,735459.09,490362.27,0,Stage 1 - Performing
CUST00522,Mombasa,Coast,Personal Loan,Retail,F. Wanjiru,2023-03-10,84,0.1695,130557.68,67149.62,1,Stage 1 - Performing
CUST00523,Thika,Central,Mortgage,Retail,M. Hassan,2024-07-01,24,0.1731,397545.46,141388.49,60,Stage 2 - Underperforming
CUST00524,Nakuru,Rift Valley,Asset Finance,Corporate,L. Achieng,2023-12-25,12,0.1829,104160.28,44383.23,0,Stage 1 - Performing
CUST00525,Kisumu,Nyanza,Mortgage,Retail,J. Mwangi,2025-03-17,36,0.1405,456160.37,279896.63,60,Stage 2 - Underperforming
CUST00526,Westlands,Nairobi,Personal Loan,Retail,S. Kimani,2023-09-18,24,0.1706,486964.22,64222.49,20,Stage 1 - Performing
CUST00527,Nakuru,Rift Valley,SME Loan,SME,P. Njoroge,2024-02-03,12,0.1256,336883.11,135265.58,0,Stage 1 - Performing
CUST00528,Eldoret,Rift Valley,SME Loan,Retail,P. Njoroge,2024-06-13,36,0.1345,391951.01,121426.21,0,Stage 1 - Performing
CUST00529,Kitengela,Nairobi,Motor Loan,SME,P. Njoroge,2024-04-22,36,0.1297,456955.15,325161.88,60,Stage 2 - Underperforming
CUST00530,Nakuru,Rift Valley,Asset Finance,Retail,F. Wanjiru,2023-02-22,84,0.1364,362275.68,44541.11,90,Stage 2 - Underperforming
CUST00531,Eldoret,Rift Valley,Personal Loan,Retail,L. Achieng,2023-12-02,24,0.1693,1079706.67,603505.03,0,Stage 1 - Performing
CUST00532,Thika,Central,SME Loan,Retail,F. Wanjiru,2024-07-28,48,0.1324,479870.55,245435.06,90,Stage 2 - Underperforming
CUST00533,Westlands,Nairobi,Motor Loan,Retail,S. Kimani,2023-06-07,48,0.1721,147831.23,113547.6,0,Stage 1 - Performing
CUST00534,Westlands,Nairobi,SME Loan,Retail,S. Kimani,2023-11-17,36,0.1535,40520.97,4072.15,0,Stage 1 - Performing
CUST00535,Westlands,Nairobi,Mortgage,Corporate,J. Mwangi,2024-05-22,24,0.1712,227982.19,179388.77,120,Stage 3 - Non-Performing
CUST00536,Nakuru,Rift Valley,SME Loan,SME,J. Mwangi,2025-02-25,36,0.156,365644.63,297706.57,5,Stage 1 - Performing
CUST00537,Nairobi CBD,Nairobi,Motor Loan,SME,S. Kimani,2024-01-18,24,0.1482,587599.19,284864.88,90,Stage 2 - Underperforming
CUST00538,Nakuru,Rift Valley,SME Loan,Retail,A. Otieno,2025-02-23,84,0.1866,181341.14,86996.53,0,Stage 1 - Performing
CUST00539,Mombasa,Coast,SME Loan,SME,M. Hassan,2025-01-20,36,0.1717,171927.0,105829.75,150,Stage 3 - Non-Performing
CUST00540,Nakuru,Rift Valley,Personal Loan,Retail,M. Hassan,2023-07-13,12,0.177,351743.08,299428.27,20,Stage 1 - Performing
CUST00541,Thika,Central,Personal Loan,Retail,M. Hassan,2024-08-27,12,0.1549,798344.5,288674.83,0,Stage 1 - Performing
CUST00542,Eldoret,Rift Valley,Personal Loan,SME,J. Mwangi,2024-11-23,60,0.1238,909399.41,436747.01,20,Stage 1 - Performing
CUST00543,Kisumu,Nyanza,Overdraft,SME,L. Achieng,2024-09-14,84,0.1598,392524.38,50209.33,5,Stage 1 - Performing
CUST00544,Kitengela,Nairobi,Asset Finance,Corporate,F. Wanjiru,2025-02-13,84,0.1593,170865.41,117059.79,0,Stage 1 - Performing
CUST00545,Kisumu,Nyanza,Motor Loan,SME,J. Mwangi,2025-04-07,60,0.1809,136472.78,32674.62,90,Stage 2 - Underperforming
CUST00546,Eldoret,Rift Valley,SME Loan,Retail,J. Mwangi,2024-04-05,12,0.1668,744082.23,622466.17,0,Stage 1 - Performing
CUST00547,Mombasa,Coast,SME Loan,Retail,P. Njoroge,2024-09-02,24,0.1212,115553.91,102054.15,1,Stage 1 - Performing
CUST00548,Thika,Central,Motor Loan,Retail,F. Wanjiru,2025-02-12,84,0.1386,203237.57,136411.76,90,Stage 2 - Underperforming
CUST00549,Thika,Central,Mortgage,Retail,P. Njoroge,2023-12-28,84,0.173,368814.51,53316.21,0,Stage 1 - Performing
CUST00550,Thika,Central,Mortgage,Retail,L. Achieng,2025-01-16,84,0.1555,445089.49,143847.41,0,Stage 1 - Performing
CUST00551,Nakuru,Rift Valley,SME Loan,Retail,M. Hassan,2024-12-09,24,0.1697,285011.05,194766.39,90,Stage 2 - Underperforming
CUST00552,Kisumu,Nyanza,Overdraft,Retail,P. Njoroge,2023-07-26,12,0.1577,319791.75,103830.3,10,Stage 1 - Performing
CUST00553,Mombasa,Coast,Personal Loan,SME,L. Achieng,2023-07-16,60,0.1473,49386.63,28407.98,0,Stage 1 - Performing
CUST00554,Nakuru,Rift Valley,SME Loan,Corporate,P. Njoroge,2023-12-12,48,0.1799,108893.44,40305.67,15,Stage 1 - Performing
CUST00555,Eldoret,Rift Valley,Personal Loan,SME,P. Njoroge,2025-01-31,84,0.1363,127048.12,25348.91,1,Stage 1 - Performing
CUST00556,Westlands,Nairobi,Personal Loan,Retail,L. Achieng,2023-09-13,84,0.1209,764601.11,292473.77,0,Stage 1 - Performing
CUST00557,Thika,Central,Mortgage,Retail,S. Kimani,2024-12-05,36,0.1248,470502.84,359478.63,90,Stage 2 - Underperforming
CUST00558,Kitengela,Nairobi,Overdraft,Retail,F. Wanjiru,2023-12-17,60,0.1272,253081.3,228763.72,90,Stage 2 - Underperforming
CUST00559,Eldoret,Rift Valley,Overdraft,Retail,F. Wanjiru,2025-04-16,36,0.159,703305.26,258213.19,32,Stage 2 - Underperforming
CUST00560,Nairobi CBD,Nairobi,SME Loan,Corporate,L. Achieng,2025-03-12,60,0.1524,270225.0,253000.22,0,Stage 1 - Performing
CUST00561,Kisumu,Nyanza,Personal Loan,Retail,M. Hassan,2023-09-10,36,0.1373,453006.38,303443.46,0,Stage 1 - Performing
CUST00562,Mombasa,Coast,Motor Loan,SME,P. Njoroge,2024-08-13,60,0.1244,407843.26,119839.14,5,Stage 1 - Performing
CUST00563,Eldoret,Rift Valley,SME Loan,Retail,J. Mwangi,2023-07-03,84,0.1687,692993.08,561343.87,0,Stage 1 - Performing
CUST00564,Mombasa,Coast,Motor Loan,Retail,S. Kimani,2024-03-26,84,0.1763,232286.95,119975.54,0,Stage 1 - Performing
CUST00565,Nairobi CBD,Nairobi,Motor Loan,SME,A. Otieno,2023-10-18,48,0.1709,306698.78,55714.63,150,Stage 3 - Non-Performing
CUST00566,Westlands,Nairobi,Asset Finance,Retail,M. Hassan,2023-12-19,12,0.1627,219217.14,22253.12,0,Stage 1 - Performing
CUST00567,Kisumu,Nyanza,Motor Loan,Retail,A. Otieno,2023-06-17,36,0.1786,897449.33,121753.07,20,Stage 1 - Performing
